poem_name,poet_name,poem_number,line_number,english_pronounciation,Line_Original,meaning_of_line,tamil_meaning_of_line,tinai,Word_Original,Hierarchical_Entity_Tag,important_entity
Aiṅkuṟunūṟu,Unknown,7,38,ṟōḷē,உண்கண் சிவப்ப அழுதுநின் றோளே.,"With kohl-adorned eyes red, she stood weeping.",மையுண்ட கண்கள் சிவக்க அழுது நின்றாள்.,Marutham,றோளே,PRONOUN_SHE,no
Aiṅkuṟunūṟu,Unknown,7,39,paḻaṉap,பழனப் பன்மீன் அருந்த நாரை,"In the fertile field, for the many fish to eat, the heron...",பழனத்தின் பல மீன்களை உண்ண நாரை,Marutham,பழனப்,LANDFORM_FERTILE_FIELD,yes
Aiṅkuṟunūṟu,Unknown,7,39,paṉmīṉ,பழனப் பன்மீன் அருந்த நாரை,"In the fertile field, for the many fish to eat, the heron...",பழனத்தின் பல மீன்களை உண்ண நாரை,Marutham,பன்மீன்,ANIMAL_MANY_FISH,yes
Aiṅkuṟunūṟu,Unknown,7,39,arunta,பழனப் பன்மீன் அருந்த நாரை,"In the fertile field, for the many fish to eat, the heron...",பழனத்தின் பல மீன்களை உண்ண நாரை,Marutham,அருந்த,ACTION_EAT,no
Aiṅkuṟunūṟu,Unknown,7,39,nārai,பழனப் பன்மீன் அருந்த நாரை,"In the fertile field, for the many fish to eat, the heron...",பழனத்தின் பல மீன்களை உண்ண நாரை,Marutham,நாரை,ANIMAL_HERON,yes
Aiṅkuṟunūṟu,Unknown,7,40,kaḻaṉi,கழனி மருதின் சென்னிச் சேக்கும்,"In the field, on the top of the marutam tree, it rests...",வயலில் மருத மரத்தின் உச்சியில் தங்கும்,Marutham,கழனி,LANDFORM_FIELD,yes
Aiṅkuṟunūṟu,Unknown,7,40,marutiṉ,கழனி மருதின் சென்னிச் சேக்கும்,"In the field, on the top of the marutam tree, it rests...",வயலில் மருத மரத்தின் உச்சியில் தங்கும்,Marutham,மருதின்,TREE_MARUTHAM_GENITIVE,yes
Aiṅkuṟunūṟu,Unknown,7,40,ceṉṉic,கழனி மருதின் சென்னிச் சேக்கும்,"In the field, on the top of the marutam tree, it rests...",வயலில் மருத மரத்தின் உச்சியில் தங்கும்,Marutham,சென்னிச்,BODY_PART_TOP,yes
Aiṅkuṟunūṟu,Unknown,7,40,cēkkum,கழனி மருதின் சென்னிச் சேக்கும்,"In the field, on the top of the marutam tree, it rests...",வயலில் மருத மரத்தின் உச்சியில் தங்கும்,Marutham,சேக்கும்,ACTION_REST,yes
Aiṅkuṟunūṟu,Unknown,7,41,mānīrp,மாநீர்ப் பொய்கை யாணர் ஊர,"Ūraṉ of the great-watered pond, of new harvest...","பெரிய நீர்ப் பொய்கை, யாணர் (புதுவளம்) ஊரனே!",Marutham,மாநீர்ப்,WATER_GREAT_WATER,yes
Aiṅkuṟunūṟu,Unknown,7,41,poykai,மாநீர்ப் பொய்கை யாணர் ஊர,"Ūraṉ of the great-watered pond, of new harvest...","பெரிய நீர்ப் பொய்கை, யாணர் (புதுவளம்) ஊரனே!",Marutham,பொய்கை,WATER_BODY_POND,yes
Aiṅkuṟunūṟu,Unknown,7,41,yāṇar,மாநீர்ப் பொய்கை யாணர் ஊர,"Ūraṉ of the great-watered pond, of new harvest...","பெரிய நீர்ப் பொய்கை, யாணர் (புதுவளம்) ஊரனே!",Marutham,யாணர்,TIME_NEW_HARVEST,yes
Aiṅkuṟunūṟu,Unknown,7,41,ūra,மாநீர்ப் பொய்கை யாணர் ஊர,"Ūraṉ of the great-watered pond, of new harvest...","பெரிய நீர்ப் பொய்கை, யாணர் (புதுவளம்) ஊரனே!",Marutham,ஊர,PERSON_CHIEFTAIN_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,7,42,tūyar,தூயர் நறியர்நின் பெண்டிர்,"Pure, fragrant are your women...","தூய்மையானவர், நறுமணம் உடையவர் உன் மனைவியர்",Marutham,தூயர்,QUALITY_PURE,yes
Aiṅkuṟunūṟu,Unknown,7,42,naṟiyarniṉ,தூயர் நறியர்நின் பெண்டிர்,"Pure, fragrant are your women...","தூய்மையானவர், நறுமணம் உடையவர் உன் மனைவியர்",Marutham,நறியர்நின்,QUALITY_FRAGRANT_YOUR,yes
Aiṅkuṟunūṟu,Unknown,7,42,peṇṭir,தூயர் நறியர்நின் பெண்டிர்,"Pure, fragrant are your women...","தூய்மையானவர், நறுமணம் உடையவர் உன் மனைவியர்",Marutham,பெண்டிர்,PERSON_WIVES,yes
Aiṅkuṟunūṟu,Unknown,7,43,pēey,பேஎய் அனையம்யாம் சேய்பயந் தனமே.,"We are like demons, having given birth from afar.",பேய் போன்றவர் நாம்; சேய்ப்பயந்த (தூரத்தில் பெற்ற)வர்.,Marutham,பேஎய்,BEING_DEMON,yes
Aiṅkuṟunūṟu,Unknown,7,43,aṉaiyam,பேஎய் அனையம்யாம் சேய்பயந் தனமே.,"We are like demons, having given birth from afar.",பேய் போன்றவர் நாம்; சேய்ப்பயந்த (தூரத்தில் பெற்ற)வர்.,Marutham,அனையம்யாம்,COMPARISON_LIKE_WE,yes
Aiṅkuṟunūṟu,Unknown,7,43,cēypayan,பேஎய் அனையம்யாம் சேய்பயந் தனமே.,"We are like demons, having given birth from afar.",பேய் போன்றவர் நாம்; சேய்ப்பயந்த (தூரத்தில் பெற்ற)வர்.,Marutham,சேய்பயந்,ACTION_FAR_GAVE_BIRTH,yes
Aiṅkuṟunūṟu,Unknown,7,43,taṉamē,பேஎய் அனையம்யாம் சேய்பயந் தனமே.,"We are like demons, having given birth from afar.",பேய் போன்றவர் நாம்; சேய்ப்பயந்த (தூரத்தில் பெற்ற)வர்.,Marutham,தனமே,ACTION_BECAME,no
Aiṅkuṟunūṟu,Unknown,8,1,cūtār,சூதார் குறுந்தொடிச் சூரமை நுடக்கத்து,"With dice-playing, short bangles, well-set moving gait...","சூதாடும் குறிய வளையல்கள், சூர்மை (வலிமை) பொருந்திய நடுக்கம் (நடை) உடைய",Marutham,சூதார்,ACTION_DICE_PLAYING,yes
Aiṅkuṟunūṟu,Unknown,8,1,kuṟuntoṭic,சூதார் குறுந்தொடிச் சூரமை நுடக்கத்து,"With dice-playing, short bangles, well-set moving gait...","சூதாடும் குறிய வளையல்கள், சூர்மை (வலிமை) பொருந்திய நடுக்கம் (நடை) உடைய",Marutham,குறுந்தொடிச்,ORNAMENT_SHORT_BANGLE,yes
Aiṅkuṟunūṟu,Unknown,8,1,cūramai,சூதார் குறுந்தொடிச் சூரமை நுடக்கத்து,"With dice-playing, short bangles, well-set moving gait...","சூதாடும் குறிய வளையல்கள், சூர்மை (வலிமை) பொருந்திய நடுக்கம் (நடை) உடைய",Marutham,சூரமை,QUALITY_WELL_SET,yes
Aiṅkuṟunūṟu,Unknown,8,1,nuṭakkattu,சூதார் குறுந்தொடிச் சூரமை நுடக்கத்து,"With dice-playing, short bangles, well-set moving gait...","சூதாடும் குறிய வளையல்கள், சூர்மை (வலிமை) பொருந்திய நடுக்கம் (நடை) உடைய",Marutham,நுடக்கத்து,ACTION_MOVING_GAIT,yes
Aiṅkuṟunūṟu,Unknown,8,2,niṉveṅ,நின்வெங் காதலி தழீஇ நெருநை,"Your passionate lover, embracing (you) yesterday...",உன் வெம்மையான காதலி தழுவி நேற்று,Marutham,நின்வெங்,EMOTION_YOUR_PASSIONATE,yes
Aiṅkuṟunūṟu,Unknown,8,2,kātali,நின்வெங் காதலி தழீஇ நெருநை,"Your passionate lover, embracing (you) yesterday...",உன் வெம்மையான காதலி தழுவி நேற்று,Marutham,காதலி,PERSON_BELOVED_WOMAN,yes
Aiṅkuṟunūṟu,Unknown,8,2,taḻīi,நின்வெங் காதலி தழீஇ நெருநை,"Your passionate lover, embracing (you) yesterday...",உன் வெம்மையான காதலி தழுவி நேற்று,Marutham,தழீஇ,ACTION_EMBRACE,yes
Aiṅkuṟunūṟu,Unknown,8,2,nerunai,நின்வெங் காதலி தழீஇ நெருநை,"Your passionate lover, embracing (you) yesterday...",உன் வெம்மையான காதலி தழுவி நேற்று,Marutham,நெருநை,TIME_YESTERDAY,yes
Aiṅkuṟunūṟu,Unknown,8,3,āṭiṉai,ஆடினை என்ப புனலே அலரே,"(You) bathed, they say, in the water; (it has become) gossip...",நீராடினாய் என்பர்; (அது) அலராயிற்று,Marutham,ஆடினை,ACTION_BATHED_YOU,yes
Aiṅkuṟunūṟu,Unknown,8,3,eṉpa,ஆடினை என்ப புனலே அலரே,"(You) bathed, they say, in the water; (it has become) gossip...",நீராடினாய் என்பர்; (அது) அலராயிற்று,Marutham,என்ப,ACTION_SAY_THEY,yes
Aiṅkuṟunūṟu,Unknown,8,3,puṉalē,ஆடினை என்ப புனலே அலரே,"(You) bathed, they say, in the water; (it has become) gossip...",நீராடினாய் என்பர்; (அது) அலராயிற்று,Marutham,புனலே,WATER,no
Aiṅkuṟunūṟu,Unknown,8,3,alarē,ஆடினை என்ப புனலே அலரே,"(You) bathed, they say, in the water; (it has become) gossip...",நீராடினாய் என்பர்; (அது) அலராயிற்று,Marutham,அலரே,CONCEPT_GOSSIP,yes
Aiṅkuṟunūṟu,Unknown,8,4,maṟaittal,மறைத்தல் ஒல்லுமோ மகிழ்ந,"Can (you) hide, O lord?",மறைக்க முடியுமோ தலைவனே?,Marutham,மறைத்தல்,ACTION_HIDE,yes
Aiṅkuṟunūṟu,Unknown,8,4,ollumō,மறைத்தல் ஒல்லுமோ மகிழ்ந,"Can (you) hide, O lord?",மறைக்க முடியுமோ தலைவனே?,Marutham,ஒல்லுமோ,ACTION_POSSIBLE_QUESTION,no
Aiṅkuṟunūṟu,Unknown,8,4,makiḻṉa,மறைத்தல் ஒல்லுமோ மகிழ்ந,"Can (you) hide, O lord?",மறைக்க முடியுமோ தலைவனே?,Marutham,மகிழ்ந,PERSON_HUSBAND_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,8,5,putaittal,புதைத்தல் ஒல்லுமோ ஞாயிற்றது ஒளியே.,Can (you) bury the sun's light?,புதைக்க முடியுமோ ஞாயிற்றின் ஒளியை?,Marutham,புதைத்தல்,ACTION_BURY,yes
