"இறைவன்,DIVINE_BEING"
"தாயினும்,EVEN_IF"
"ஒருவன்,ONE"
"செய்தி,DEED"
"கொன்றோர்க்கு,TO_THOSE_KILLED"
"உய்தி,SALVATION"
"இல்,NO"
"என,SAY"
"அறம்,RIGHTEOUSNESS"
"பாடின்றே,SANG"
"ஆயிழை,BEAUTIFUL_JEWEL"
"கணவ,HUSBAND"
"காலை,MORNING"
"அந்தியும்,EVENING"
"மாலை,EVENING"
"அந்தியும்,EVENING"
"புறவு,OUTSIDE"
"கருவன்ன,EMBRYO_LIKE"
"புன்புல,BARREN_FIELD"
"வரகின்,VARAGU"
"பாற்பெய்,MILK_POUR"
"புன்கம்,PUNKAM"
"தேனொடு,WITH_HONEY"
"மயக்கி,MIX"
"குறுமுயல்,RABBIT"
"கொழுஞ்சூடு,FAT_ROAST"
"கிழித்த,PIERCED"
"ஒக்கலொடு,WITH_RELATIVES"
"இரத்தி,RATHI"
"நீடிய,EXTENDED"
"அகன்தலை,WIDE_HEAD"
"மன்றத்து,COMMON"
"கரப்பில்,NOT_HIDING"
"உள்ளமொடு,WITH_HEART"
"வேண்டுமொழி,DESIRED_WORD"
"பயிற்றி,UTTER"
"அமலைக்,BALL"
"கொழுஞ்சோறு,FAT_RICE"
"ஆர்ந்த,FILLED"
"பாணர்க்கு,TO_BARDS"
"அகலாச்,NOT_SEPARATING"
"செல்வம்,WEALTH"
"முழுவதும்,WHOLLY"
"செய்தோன்,DID"
"எங்கோன்,OUR_KING"
"வளவன்,VALAVAN"
"வாழ்க,LONG_LIVE"
"என்று,SAY"
"நின்,YOUR"
"பீடுகெழு,MAJESTIC"
"நோன்தாள்,STRONG_LEG"
"பாடேன்ஆயின்,IF_I_DO_NOT_SING"
"படுபறியலனே,WOULD_BE_LOST"
"பல்கதிர்ச்செல்வன்,SUN_GOD"
"யானோ,I"
"தஞ்சம்,REFUGE"
"பெரும,LORD"
"இவ்வுலகத்து,THIS_WORLD"
"சான்றோர்,NOBLES"
"செய்த,DONE"
"நன்று,GOOD"
"உண்டாயின்,IF_EXISTS"
"இமையத்து,SKY"
"ஈண்டி,GATHER"
"இன்குரல்,SWEET_VOICE"
"பயிற்றி,UTTER"
"கொண்டல்,CLOUD"
"மாமழை,GREAT_RAIN"
"பொழிந்த,POURED"
"நுண்பல்,FINE_MANY"
"துளியினும்,THAN_DROPS"
"வாழிய,LONG_LIVE"
"பலவே,MANY"
"வெள்ளைக்குடி,VELLAIKUDI"
"நாகனார்,NAGANAR"
"உழுபடையும்,PLOUGH_WEAPON"
"பொருபடையும்,WAR_WEAPON"
"நளிஇரு,DEEP_GREAT"
"முந்நீர்,SEA"
"ஏணி,LADDER"
"யாக,BEING"
"வளி,WIND"
"இடை,INTERVAL"
"வழங்கா,NOT_MOVE"
"வானம்,SKY"
"சூடிய,WEAR"
"மண்திணி,EARTH_SOLID"
"கிடக்கை,POSITION"
"தண்தமிழ்க்,COOL_TAMIL"
"கிழவர்,LORDS"
"முரசு,DRUM"
"முழங்கு,RESOUND"
"தானை,ARMY"
"மூவர்,THREE"
"உள்ளும்,AMONG"
"அரசென,KING_AS"
"படுவது,CALLED"
"நினதே,YOUR"
"பெரும,LORD"
"அலங்குகதிர்,WAVING_RAY"
"கனலி,FIRE"
"நால்வயின்,FOUR_SIDES"
"தோன்றினும்,EVEN_IF_APPEAR"
"இலங்குகதிர,SHINING_RAY"
"வெள்ளி,MORNING_STAR"
"தென்புலம்,SOUTHERN_REGION"
"படரினும்,IF_SPREAD"
"அந்தண்,BEAUTIFUL_COOL"
"காவிரி,KAVERI"
"வந்து,COMING"
"கவர்பு,STEAL"
"ஊட்டத்,FEED"
"தோடுகொள்,LEAF_HAVING"
"வேலின்,SPEAR"
"தோற்றம்போல,APPEARANCE_LIKE"
"ஆடுகண்,PLAYING_EYE"
"கரும்பின்,SUGARCANE"
"வெண்பூ,WHITE_FLOWER"
"நுடங்கும்,WAVE"
"நாடென,LAND_AS"
"படுவது,CALLED"
"நினதே,YOUR"
"அத்தை,THAT"
"ஆங்க,THERE"
"நாடுகெழு,LAND_HAVING"
"செல்வத்து,WEALTH"
"பீடுகெழு,MAJESTIC"
"வேந்தே,KING"
"நினவ,YOUR"
"கூறுவல்,I_WILL_TELL"
"எனவ,MY"
"கேண்மதி,PLEASE_LISTEN"
"அறம்,RIGHTEOUSNESS"
"புரிந்தன்ன,LOVED_LIKE"
"செங்கோல்,JUST_SCEPTRE"
"நாட்டத்து,IN_COUNTRY"
"முறை,ORDER"
"வெண்டு,WHITE"
"பொழுதின்,TIME"
"பதன்,NATURE"
"எளியோர்,SIMPLE_PEOPLE"
"ஈண்டு,HERE"
"உறை,RAIN"
"வேண்டுபொழுதில்,WANTED_TIME"
"பெயல்பெற்றோறே,OBTAINED_RAIN"
"ஞாயிறு,SUN"
"சுமந்த,CARRIED"
"கோடுதிரள்,BUNDLE_OF_TUSKS"
"கொண்டுமூ,HAVING_THREE"
"மாகவிசும்பின்,GREAT_SKY"
"நடுவு,MIDDLE"
"நின்றாங்கு,STANDING_LIKE"
"கண்,EYE"
"பொர,FIGHT"
"விளங்கும்,SHINE"
"நின்விண்பொரு,YOUR_SKY_TOUCHING"
"வியன்குடை,WIDE_UMBRELLA"
"வெயில்மறைக்,SUN_HIDE"
"கொண்டன்றோ,TOOK"
"அன்றே,NOT"
"வருந்திய,SUFFERED"
"குடிமறைப்பதுவே,FAMILY_HIDING"
"கூர்வேல்,SHARP_SPEAR"
"வளவ,CHOLA"
"வெளிற்றுப்,EMPTY"
"பனந்துணியின்,PALM_CLOTH"
"வீற்றுவீற்று,HERE_AND_THERE"
"கிடப்ப,LAY"
"களிற்றுக்கணம்,ELEPHANT_HERD"
"பொருத,FOUGHT"
"கண்ணகன்,WIDE_EYED"
"பறந்தலை,BATTLEFIELD"
"வருபடை,COMING_ARMY"
"தாங்கி,SUPPORT"
"பெயர்புறத்தார்த்து,NAME_SIDE"
"பொருபடை,WAR_ARMY"
"தரூஉங்,GIVE"
"கொற்றமும்,VICTORY"
"உழுபடை,PLOUGH_WEAPON"
"ஊன்றுசால்,PLOUGH_FURROW"
"மருங்கின்,SIDE"
"ஈன்றதன்,BIRTH"
"பயனே,FRUIT"
"மாரி,RAIN"
"பொய்ப்பினும்,EVEN_IF_FAIL"
"வாரி,RIVER"
"குன்றினும்,EVEN_IF_DECREASE"
"இயற்கை,NATURE"
"அல்லன,NOT_THINGS"
"செயற்கையில்,IN_ARTIFICIAL"
"தோன்றினும்,EVEN_IF_APPEAR"
"காவலர்ப்,KINGS"
"பழிக்கும்,BLAME"
"இக்கண்ணகன்,THIS_WIDE_EYED"
"ஞாலம்,WORLD"
"அது,THAT"
"நற்கு,GOOD"
"அறிந்தனை,KNOW"
"ஆயின்,IF"
"நீயும்,YOU"
"நொதுமலாளர்,STRANGERS"
"பொதுமொழி,COMMON_WORD"
"கொள்ளாது,NOT_TAKE"
"பகடு,BULL"
"புறந்தருநர்,PROTECTORS"
"பாரம்,BURDEN"
"ஓம்பிக,PROTECT"
"குடி,FAMILY"
"புறந்தருகுவை,PROTECT"
"ஆயின்,IF"
"அடிபுறந்தருகுவர்,FOOT_PROTECT"
"அடங்காதேரே,UNCONTROLLED_ENEMIES"
"அடுநை,KILL"
"யாயினும்,EVEN_IF"
"விடுநை,LEAVE"
"யாயினும்,EVEN_IF"
"நீ,YOU"
"அளந்து,MEASURE"
"அறிதி,KNOW"
"நின்புரைமை,YOUR_NATURE"
"வார்தோல்,LEATHER"
"செயறியரிச்,WORK"
"சிலம்பின்,HILL"
"குறுந்தொடி,SHORT_BANGLE"
"மகளிர்,WOMEN"
"பொலஞ்செய்,GOLD_MADE"
"கழங்கின்,DICE"
"தெற்றி,TERRACE"
"யாடும்,PLAY"
"தண்ணான்,COOL"
"பொருநை,PORUNAI"
"வெண்மணல்,WHITE_SAND"
"சிதைய,DESTROY"
"கருங்கைக்,BLACK_HANDED"
"கொல்லன்,BLACKSMITH"
"அரஞ்செய்,ARUMAN_MADE"
"அவ்வாய்,BEAUTIFUL_MOUTH"
"நெடுங்கை,LONG_HAND"
"நவியம்,FILE"
"பாய்தலின்,PIERCING"
"நிலையழிந்து,POSITION_LOST"
"வீகமழ்,FRAGRANCE"
"நெடுஞ்சினை,LONG_BRANCH"
"புலம்ப,ALONE"
"காவுதொறும்,EVERY_GROVE"
"கடிமரம்,GUARD_TREE"
"தடியும்,CUT"
"ஓசை,SOUND"
"தன்ஊர்,HIS_VILLAGE"
"நெடுமதில்,LONG_WALL"
"வரைப்பின்,ENCLOSURE"
"கடிமனை,GUARDED_HOUSE"
"இயம்ப,RESOUND"
"ஆங்கு,THERE"
"இனிது,SWEET"
"இருந்த,SEATED"
"வேந்தனொடு,WITH_KING"
"ஈங்குநின்,HERE_YOUR"
"சிலைத்தார்,BOWMEN"
"முரசும்,DRUM"
"கறங்க,RESOUND"
"மலைத்தனை,CONFUSED"
"எண்பது,EIGHTY"
"நாணுத்தகவு,SHAME"
"உடைத்தே,HAVE"
"மாறோக்கத்து,MAROKKATHU"
"நப்பசலையார்,NAPPASALAIYAR"
"நஞ்சுடை,POISONOUS"
"வால்எயிற்று,WHITE_TOOTHED"
"ஐந்தலை,FIVE_HEADED"
"சுமந்த,CARRIED"
"வேக,BOILING"
"வெந்திறல்,HOT_ABILITY"
"நாகம்,SNAKE"
"புக்கென,ENTERED"
"விசும்பு,SKY"
"தீப்பிறப்பத்,FIRE_BORN"
"திருகி,TWIST"
"பசுங்கொடிப்,GREEN_CREEPER"
"பெருமலை,GREAT_MOUNTAIN"
"விடரகத்து,CAVE"
"உருமெறிந்தாங்கு,THUNDER_STRUCK_LIKE"
"புள்ளுறு,BIRD_FALL"
"புன்கண்,SORROW"
"தீர்த்த,REMOVED"
"வெள்வேல்,WHITE_SPEAR"
"சினங்கெழு,ANGER_HAVING"
"தானை,ARMY"
"செம்பியன்,CHOLA"
"மருக,OFFSPRING"
"கராஅம்,CROCODILE"
"கலித்த,ABOUND"
"குண்டுகண்,DEEP_EYE"
"அகழி,MOAT"
"இடம்கருங்குட்டத்து,LEFT_BLACK_PIT"
"உடந்தொக்கு,TOGETHER"
"ஓடி,RUN"
"யாமம்,NIGHT_WATCH"
"கொள்பவர்,THOSE_TAKING"
"சுடர்நிழல்,LIGHT_SHADE"
"கதூஉம்,CALL"
"கடுமுரண்,FIERCE_ANGER"
"முதலைய,CROCODILE"
"நெடுநீர்,LONG_WATER"
"இலஞ்சி,PLACE"
"செம்புஉறழ்,COPPER_MIX"
"புரிசை,WALL"
"செம்மல்,LORD"
"மூதூர்,OLD_CITY"
"வம்பணி,FRESH_ADORN"
"யானை,ELEPHANT"
"வேந்து,KING"
"அகத்து,INSIDE"
"உண்மையின்,TRUTH"
"நல்ல,GOOD"
"என்னாது,NOT_SAYING"
"சிதைத்தல்,DESTROY"
"வல்லையால்,ABLE"
"நெடுந்தகை,GREAT_LORD"
"செருவத்தானே,IN_BATTLE"
"ஆவூர்,AVUR"
"மூலங்கிழார்,MULANGKIZHAR"
"வரை,MOUNTAIN"
"புரையும்,LIKE"
"மழகளிற்றின்,YOUNG_ELEPHANT"
"மிசை,TOP"
"வான்,SKY"
"துடைக்கும்,WIPE"
"வகையபோல,WAY_LIKE"
"விரவு,MIXED"
"உருவின,FORM"
"கொடி,FLAG"
"நுடங்கும்,WAVE"
"வியன்தானை,WIDE_ARMY"
"விறல்,VICTORY"
"வேந்தே,KING"
"உடன்று,ANGER"
"நோக்கும்வாய,LOOKING_PLACE"
"எரிதவழ,FIRE_SPREAD"
"நயந்து,LOVE"
"நோக்கும்வாய,LOOKING_PLACE"
"பொன்பூப்ப,GOLD_FLOWER"
"செஞ்ஞாயிற்று,RED_SUN"
"நிலவு,MOONLIGHT"
"வேண்டினும்,IF_WANT"
"வெண்திங்களுள்,WHITE_MOON"
"வெயில்,SUN_HEAT"
"வேண்டினும்,IF_WANT"
"வேண்டியது,WHAT_WANTED"
"விளைக்கும்,PRODUCE"
"ஆற்றலை,ABILITY"
"ஆகலின்,BECAUSE"
"நின்நிழல்,YOUR_SHADE"
"பிறந்து,BORN"
"நின்நிழல்,YOUR_SHADE"
"வளர்ந்த,GROWN"
"எம்அளவு,OUR_MEASURE"
"எவனோ,WHAT"
"மற்றே,ELSE"
"இன்நிலைப்,SWEET_STATE"
"பொலம்பூங்காவின்,GOLDEN_FLOWER_GROVE"
"நன்னாட்டோரும்,GOOD_LAND_PEOPLE"
"செய்வினை,ACTION"
"மருங்கின்,SIDE"
"எய்தல்,ATTAIN"
"அல்லதை,EXCEPT"
"உடையோர்,OWNERS"
"ஈதலும்,GIVING"
"இல்லோர்,POOR"
"இரத்தலும்,BEGGING"
"கடவதன்மையின்,DUTY_NATURE"
"கையறவு,HELPLESSNESS"
"உடைத்து,HAVE"
"என,SAY"
"ஆண்டுச்,THERE"
"செய்,DO"
"நுகர்ச்சி,ENJOYMENT"
"ஈண்டும்,ABUNDANT"
"கூடலின்,JOINING"
"நின்நாடு,YOUR_COUNTRY"
"உள்ளுவர்,WILL_THINK"
"பரிசிலர்,BARDS"
"ஒன்னார்,ENEMIES"
"தேஎத்தும்,IN_COUNTRY"
"நின்னுடைத்தெனவே,YOURS_SAYING"
"புகழினும்,THAN_FAME"
"சிறந்த,EXCELLENT"
"சிறப்பு,SPECIALTY"
"வஞ்சி,VANJI"
"வெற்றி,VICTORY"
"கொண்ட,TOOK"
"புறவின்,OUTSIDE"
"அல்லல்,DISTRESS"
"சொல்லிய,SAID"
"கறையடி,SPOTTED_FOOT"
"யானை,ELEPHANT"
"வான்மருப்,SKY_TUSK"
"பெறிந்த,OBTAINED"
"வெண்கடைக்,WHITE_END"
"கோல்நிறை,ARROW_FULL"
"துலாஅம்,SCALE"
"புக்கோன்,ENTERED"
"மருக,OFFSPRING"
"ஈதல்,GIVING"
"நின்புகழும்,YOUR_FAME"
"அன்றே,NOT"
"சார்தல்,JOINING"
"ஒன்னார்,ENEMIES"
"உட்கும்,FEAR"
"துன்னரும்,INACCESSIBLE"
"கடுந்திறல்,FIERCE_POWER"
"தூங்கெயில்,SLEEPING_FORT"
"எறிந்த,BROKE"
"நின்ஊங்கணோர்,YOUR_PEOPLE"
"நினைப்பின்,THOUGHT"
"அடுதலும்,KILLING"
"நின்புகழும்,YOUR_FAME"
"அன்றே,NOT"
"கெடுவின்று,PERISH_NOT"
"மறங்கெழு,VALOUR_HAVING"
"சோழர்,CHOLAS"
"உறந்தை,URAIYUR"
"அவையத்து,COURT"
"அறம்,RIGHTEOUSNESS"
"நின்று,STANDING"
"நிலையிற்றாகலின்,BEING_STABLE"
"அதனால்,THEREFORE"
"முறைமை,JUSTICE"
"நின்புகழும்,YOUR_FAME"
"அன்றே,NOT"
"மறம்மிக்கு,VALOUR_EXCEEDING"
"எழுசமம்,RISING_BATTLE"
"கடந்த,CROSSED"
"எழுஉறழ்,RISING_MIX"
"திணிதோள்,STRONG_SHOULDER"
"கண்ணார்,EYE_FILLED"
"கண்ணி,GARLAND"
"கலிமான்,WAR_HORSE"
"வளவ,CHOLA"
"யாங்கனம்,HOW"
"மொழிகோ,SPEAK"
"யானே,I"
"ஓங்கிய,RAISED"
"வரை,MOUNTAIN"
"அளந்தறியாப்,NOT_KNOWN_TO_MEASURE"
"பொன்படு,GOLD_PLACE"
"நெடுங்கோட்டு,LONG_PEAKED"
"இமையம்,HIMALAYA"
"சூட்டிய,PLACED"
"ஏமம்,PROTECTION"
"விற்பொறி,BOW_MARK"
"மாண்வினை,EXCELLENT_WORK"
"நெடுந்தேர்,LONG_CHARIOT"
"வானவன்,HEAVENLY_KING"
"தொலைய,PERISH"
"வாடா,UNFADING"
"வஞ்சி,VANJI"
"வாட்டும்,DESTROY"
"நின்,YOUR"
"பீடுகெழு,MAJESTIC"
"நோன்தாள்,STRONG_LEG"
"பாடுங்காலே,WHEN_SINGING"
"ஒருபிடி,ONE_FEMALE_ELEPHANT"
"எழுகளிரும்,SEVEN_ELEPHANTS"
"பிறர்,OTHERS"
"ஓம்புறு,PROTECT"
"மறமன்,VALOUR"
"னெயில்,FORT"
"ஓம்பாது,NOT_PROTECTING"
"கடந்தட்டு,CONQUERED"
"அவர்,THEIR"
"முடி,CROWN"
"புனைந்த,ADORNED"
"பசும்பொன்னின்,FRESH_GOLD"
"அடி,FOOT"
"பொலிய,SHINE"
"கழல்,ANKLET"
"தைஇய,MADE"
"வல்லாளனை,SKILLED_ONE"
"வயவேந்தே,STRONG_KING"
"யாமே,WE"
"இகழ்,DESPISE"
"பாடுவோர்,THOSE_SING"
"எருத்தடங்க,NECK_SUBDUE"
"புகழ்,FAME"
"பாடுவோர்,THOSE_SING"
"பொலிவு,SPLENDOUR"
"தோன்ற,APPEAR"
"இன்று,TODAY"
"கண்டாங்கு,AS_SEEN"
"காண்குவம்,WILL_SEE"
"என்றும்,EVER"
"இன்சொல்,SWEET_WORD"
"எண்பதத்தை,EASY"
"ஆகுமதி,BE"
"பெரும,LORD"
"ஒருபிடி,ONE_FEMALE_ELEPHANT"
"படியும்,STEP"
"சீறிடம்,SMALL_PLACE"
"எழுகளிறு,SEVEN_MALE_ELEPHANTS"
"புரக்கும்,PROTECT"
"நாடுகிழவோயே,LAND_OWNER"
"காலனும்,YAMA"
"காலம்,TIME"
"பார்க்கும்,LOOK"
"பாராது,NOT_LOOKING"
"வேல்ஈண்டு,SPEAR_ABUNDANT"
"தானை,ARMY"
"விழுமியோர்,NOBLES"
"தொலைய,PERISH"
"வேண்டிடத்து,WANTED_PLACE"
"அடூஉம்,KILL"
"வெல்போர்,VICTORIOUS_WAR"
"வேந்தே,KING"
"திசைஇருகான்கும்,EIGHT_DIRECTIONS"
"உற்கம்,THINK"
"உற்கவும்,THINK"
"பெருமரத்து,GREAT_TREE"
"இலையில்,LEAF_NOT"
"நெடுங்கோடு,LONG_BRANCH"
"வற்றல்,DRY"
"பற்றவும்,HOLD"
"வெங்கதிர்க்,HOT_RAY"
"கனலி,FIRE"
"துற்றவும்,ABOUND"
"பிறவும்,OTHERS"
"அஞ்சுவர,FEAR_COME"
"தகுந,SUITABLE"
"புள்ளுக்குரல்,BIRD_VOICE"
"இயம்பவும்,SOUND"
"எயிறு,TOOTH"
"நிலத்து,EARTH"
"வீழவும்,FALL"
"எண்ணெய்,OIL"
"ஆடவும்,BATHE"
"களிறு,ELEPHANT"
