நாடற்கு,PERSON,to the man from the forest land
இது,O,pronoun meaning this
என,O,verb meaning thus/saying
யான்,O,pronoun meaning I
அது,O,pronoun meaning that
கூறின்,O,verb meaning if I tell
எவனோ,O,interrogative meaning what is wrong
தோழி,PERSON,my friend
வேறு,O,adverb meaning differently
உணர்ந்து,O,verb meaning having understood/realized
அணங்கு,DEITY,goddess/deity causing distress
அறி,O,verb meaning to know
கழங்கின்,OBJECT,with molucca seeds (caesalpinia crista)
கோட்டம்,O,noun meaning change/omen
காட்டி,O,verb meaning having shown/foretold
வெறி,O,noun meaning ritual/veriyattam
என,O,verb meaning thus
உணர்ந்த,O,verb meaning having understood/thought
உள்ளமொடு,O,noun meaning with heart/mind
மறி,ANIMAL,young goat
அறுத்த,O,verb meaning having cut/sacrificed
அன்னை,PERSON,mother
அயரும்,O,verb meaning performs/does
முருகு,DEITY,Murukan
நின்,O,pronoun meaning your
பொன்,OBJECT,gold
நேர்,O,particle meaning like/resembling
பசலைக்கு,O,noun meaning for the pallor
உதவாமாறே,O,verb meaning since it will not help/remove
poem48,,
அன்றை,TIME,that day
அனைய,O,adjective meaning such/like that
ஆகி,O,verb meaning having become/being
இன்றும்,TIME,even today
எம்,O,pronoun meaning our
கண்,O,noun meaning eyes
உள,O,verb meaning exist/are
போல,O,particle meaning like
சுழலும்,O,verb meaning revolves/lingers
மாதோ,O,expletive/particle
புல்,O,adjective meaning dull/faded
இதழ்,FLOWER,petal/sepals
க்,O,sandhi consonant
கோங்கின்,FLOWER,kongam flowers (Cochlospermum gossypium)
மெல்,O,adjective meaning soft/delicate
இதழ்,FLOWER,petal
க்,O,sandhi consonant
குடைப்,FLOWER,umbrella-shaped flower
பூ,FLOWER,flower
வைகுறு,TIME,dawn/morning
மீனின்,ASTRONOMICAL,like the morning stars
நினைய,O,verb meaning to be considered
தோன்றி,O,verb meaning appearing
புறவு,FOREST,forest/woodland
அணி,O,noun meaning beauty/ornament
க்,O,sandhi consonant
கொண்ட,O,verb meaning having taken/attained
பூ,FLOWER,flower
நாறு,O,adjective meaning fragrant
கடத்திடை,PLACE,in the forest path
கிடின்,O,onomatopoeia,loud noise/uproar
என,O,particle meaning thus
இடிக்கும்,O,verb meaning thunders/creates noise
கோல்,O,adjective meaning straight/thick
தொடி,OBJECT,bangles
மறவர்,WARRIOR,wasteland bandits/warriors
வடி,O,adjective meaning sharp/perfect
நவில்,O,verb meaning created/made
அம்பின்,WEAPON,with arrows
வினையர்,PROFESSION,those skilled in the task
அஞ்சாது,O,verb meaning not fearing
அமர்,WAR,battle/fight
இடை,PLACE,place/way
உறுதர,O,verb meaning when they came/approached
நீக்கி,O,verb meaning having chased away/removed
நீர்,O,pronoun meaning you
எமர்,PERSON,our relatives
இடை,PLACE,place/way
உறுதர,O,verb meaning when they came/approached
ஒளித்த,O,verb meaning hid
காடே,FOREST,in the forest (with expletive)
poem49,,
படுதிரை,WATERBODY,loud/dashing waves
கொழீஇய,WATERBODY,brought and heaped by waves (with sandhi)
பால்,O,adjective meaning milk
நிற,O,noun meaning color
எக்கர்,PLACE,sand dunes/sand bars
தொடியோர்,PERSON,young women wearing bangles
மடிந்தென,O,verb meaning since they are not there/since they are sleeping
துறை,PLACE,seashore/port
புலம்பின்றே,O,noun meaning has become lonely (with expletive)
முடி,O,adjective meaning knotted/tied
வலை,OBJECT,net
முகந்த,O,verb meaning having seized/taken
முடங்கு,O,adjective meaning curved
இறா,FISH,shrimp
பரவை,WATERBODY,ocean/sea
படுபுள்,BIRD,birds that come to seize/eat
ஓப்பலின்,O,verb meaning since chasing away
பகல்,TIME,day
மாய்ந்தன்றே,O,verb meaning has ended (with expletive)
கோட்டு,FISH,with horns/horned
மீன்,FISH,fish
எறிந்த,O,verb meaning having caught/thrown
உவகையர்,O,adjective meaning happy/joyful
வேட்டம்,PROFESSION,fishing
மடிந்து,O,verb meaning having rested/ended
எமரும்,PERSON,our relatives also
அல்கினர்,O,verb meaning they returned/stayed
ஏமார்ந்தனம்,O,verb meaning we are confused
என,O,verb meaning thus
சென்று,O,verb meaning having gone
நாம்,O,pronoun meaning we
அறியின்,O,verb meaning if we know/find out
எவனோ,O,interrogative meaning what will happen
தோழி,PERSON,my friend
மன்ற,PLACE,common grounds
ப்,O,sandhi consonant
புன்னை,PLANT,punnai/laurel tree (Calophyllum inophyllum)
மா,O,adjective meaning big/huge
சினை,PLANT,branch
நறு,O,adjective meaning fragrant
வீ,FLOWER,flower
முன்றில்,STRUCTURE,front yard
தாழையொடு,PLANT,with thazhai trees (Pandanus odoratissimus)
கமழும்,O,verb meaning fragrant/spreads fragrance
தெண்,O,adjective meaning clear
கடல்,WATERBODY,ocean
சேர்ப்பன்,PERSON,lord of the shores
வாழ்,O,verb meaning lives/dwells
சிறு,O,adjective meaning small
நல்,O,adjective meaning good/fine
ஊர்க்கே,PLACE,to the town (with expletive)
poem50,,
அறியாமையின்,O,noun meaning due to ignorance
அன்னை,PERSON,oh mother/friend
அஞ்சி,O,verb meaning fearing
குழையன்,PERSON,man wearing earrings
கோதையன்,PERSON,man wearing flower garland
குறும்,O,adjective meaning small
பைந்தொடியன்,PERSON,man wearing new bracelets
விழவு,O,noun meaning festival
அயர்,O,verb meaning to perform/celebrate
துணங்கை,O,noun meaning thunangai dance
தழூஉகம்,O,verb meaning to catch him (with sandhi)
செல்ல,O,verb meaning going/proceeding
நெடு,O,adjective meaning long
நிமிர்,O,adjective meaning high/straight
தெருவில்,PLACE,on the street
கை,O,noun meaning hand
புகு,O,verb meaning entering
கொடு,O,adjective meaning curved
மிடை,PLACE,curved place/corner
நொதுமலாளன்,PERSON,stranger
கதுமென,O,adverb meaning rapidly/suddenly
தாக்கலின்,O,verb meaning since he shocked/attacked
கேட்போர்,PERSON,those who question
உளர்,O,verb meaning are there
கொல்,O,expletive/particle
இல்லை,O,verb meaning or not
கொல்,O,expletive/particle
போற்று,O,verb meaning understand/protect
என,O,verb meaning thus
யாணது,O,adjective meaning pretty/beautiful
பசலை,O,noun meaning sallow/pallor
என்றனன்,O,verb meaning he said
அதன்,O,pronoun meaning its/that
எதிர்,O,postposition meaning in reply/opposite
நாண்,O,noun meaning shame
இலை,O,verb meaning you have no (contraction of இல்லை)
எலுவ,PERSON,oh friend
என்று,O,verb meaning having said
வந்திசினே,O,verb meaning I came away (with expletive)
செறுநரும்,PERSON,even enemies
விழையும்,O,verb meaning love/desire
செம்மலோன்,PERSON,noble man
என,O,verb meaning thus
நறுநுதல்,O,adjective meaning fragrant forehead
அரிவை,PERSON,oh young lady
போற்றேன்,O,verb meaning I did not praise
சிறுமை,O,noun meaning small-mindedness/pettiness
பெருமையின்,O,noun meaning due to greatness/increased
காணாது,O,verb meaning not seeing
துணிந்தே,O,verb meaning boldly/with determination (with expletive)
poem51,,
யாங்கு,O,interrogative meaning how/what
செய்வாம்,O,verb meaning we will do
கொல்,O,expletive/particle
தோழி,PERSON,friend
ஓங்கு,O,adjective meaning tall/lofty
கழை,PLANT,bamboo stalks
க்,O,sandhi consonant
காம்புடை,PLANT,bamboo filled
விடர்,MOUNTAIN,mountain clefts/crevices
அகம்,PLACE,inside
சிலம்ப,O,verb meaning to sound/reverberate
பாம்பு,ANIMAL,snakes
உடன்று,O,verb meaning in rage/angry
ஓங்கு,O,adjective meaning tall/lofty
வரை,MOUNTAIN,mountain
மிளிர,O,verb meaning to roll down/fall
ஆட்டி,O,verb meaning causing to roll/terrify
வீங்கு,O,adjective meaning great/swollen
செலல்,O,noun meaning going/movement (with elision)
கடுங்குரல்,NATURE,loud/heavy sound
ஏறொடு,NATURE,with thunder
கனை,O,adjective meaning many/lots
துளி,NATURE,drops of water
தலைஇ,NATURE,poured/rained (with sandhi)
பெயல்,NATURE,rain
ஆனாதே,O,verb meaning did not stop (with expletive)
வானம்,NATURE,sky/clouds
பெயலொடு,NATURE,with rain
மின்னு,NATURE,lightning
நிமிர்ந்தன்ன,NATURE,like raised lightning
வேலன்,PERSON,diviner/Murukan priest
வந்தென,O,verb meaning since he came
பின்னு,CLOTHING,braided
விடு,O,verb meaning released/let loose
முச்சி,CLOTHING,top of head/hair knot
அளிப்பு,O,noun meaning wearing/giving
ஆனாதே,O,verb meaning was not eliminated
பெருந்தண்,O,adjective meaning big cool
குளவி,PLANT,kulavi tree/wild jasmine (Millingtonia hortensis)
குழைத்த,O,verb meaning crushed
பா,O,adjective meaning wide/broad
அடி,O,noun meaning feet
இருஞ்சேறு,O,noun meaning black mud
ஆடிய,O,verb meaning played/smeared
நுதல,O,noun meaning with forehead
கொல்,O,adjective meaning murderous
களிறு,ANIMAL,male elephant
பேதை,O,noun meaning ignorance
ஆசினி,FRUIT,breadfruit tree
ஒசித்த,O,verb meaning breaks/crushes
வீ,FLOWER,flower
தா,O,verb meaning spread/dropped
வேங்கைய,PLANT,under a vengai/kino tree (Pterocarpus marsupium)
மலை,MOUNTAIN,mountain
கிழவோற்கே,PERSON,for the lord of the mountain (with expletive)
poem52,,
மாக்,O,adjective meaning dark
கொடி,PLANT,creepers/vines
அதிரல்,FLOWER,athiral/wild jasmine flower
பூவொடு,FLOWER,with flowers
பாதிரி,FLOWER,pathiri/trumpet flower (Stereospermum chelonoides)
தூத்,O,adjective meaning pure/clean
தகட்டு,O,noun meaning outer petal
எதிர்மலர்,FLOWER,fresh/new flowers
வேய்ந்த,O,verb meaning tied together
கூந்தல்,CLOTHING,hair
மணம்,O,noun meaning fragrance
கமழ்,O,verb meaning spreading
நாற்றம்,O,noun meaning fragrance/smell
மரீஇ,O,verb meaning with/attaining (with sandhi)
யாம்,O,pronoun meaning we/us
இவள்,O,pronoun meaning she
சுணங்கு,O,noun meaning pallor spots
அணி,O,adjective meaning adorned/decorated
ஆகம்,O,noun meaning chest
அடைய,O,verb meaning to attain/reach
முயங்கி,O,verb meaning embracing
வீங்கு,O,adjective meaning great/sweet
உவர்க்,O,noun meaning embrace
கவவின்,O,noun meaning from the embrace
நீங்கல்,O,verb meaning to leave/separate
செல்லேம்,O,verb meaning I will not go
நீயே,O,pronoun meaning you (with expletive)
ஆள்,O,noun meaning man/person
வினை,O,noun meaning work/deed
சிறப்ப,O,adverb meaning greatly/successfully
எண்ணி,O,verb meaning thinking/desiring
நாளும்,TIME,daily/always
பிரிந்து,O,verb meaning having separated
உறை,O,verb meaning to live/dwell
வாழ்க்கை,O,noun meaning life
புரிந்து,O,verb meaning desiring/liking
அமையலையே,O,verb meaning you do not rest (with expletive)
அன்பு,O,noun meaning love/kindness
இலை,O,verb meaning you have no
