வரை,MOUNTAIN,mountain
இழி,WATERBODY,flowing down
அருவியின்,WATERBODY,like the waterfalls
தோன்றும்,O,verb meaning appearing
நாடன்,PERSON,the man from the country
தீது,O,adjective meaning without blemish
இல்,O,adjective meaning without
நெஞ்சத்து,O,from a heart
கிளவி,O,words
நம்,O,pronoun meaning us
வயின்,O,to
வந்தன்று,O,verb meaning they have come
வாழி,O,expletive particle
தோழி,PERSON,O friend
நாமும்,O,pronoun meaning and let us
நெய்,FOOD,oil or ghee
பெய்,O,verb meaning poured
தீயின்,NATURE,like fire
எதிர்கொண்டு,O,verb meaning accepting it
தான்,O,pronoun meaning he
மணந்தனையம்,O,verb meaning the same like when he united with me
என,O,conjunction meaning thus
விடுகம்,O,verb meaning let us send
தூதே,O,noun meaning a message
**Poem 107**,,
குவி,O,adjective meaning pointed
இணர்த்,FLOWER,clusters
தோன்றி,FLOWER,glory lily blossoms
ஒண்,FLOWER,bright
பூ,FLOWER,flowers
அன்ன,O,like
தொகு,O,adjective meaning totally
செந்நெற்றிக்,ANIMAL,red combs
கணங்கொள்,O,adjective meaning with a flock
சேவல்,BIRD,rooster
நள்,NATURE,pitch dark
இருள்,NATURE,darkness
யாமத்தில்,NATURE,night time
எலி,ANIMAL,rats
பார்க்கும்,O,verb meaning looking for
பிள்ளை,ANIMAL,young
வெருகிற்கு,ANIMAL,to a wildcat
அல்கு,O,adverb meaning little by little
இரை,FOOD,food
ஆகி,O,verb meaning become
கடு,O,adjective meaning great
நவை,O,noun meaning sorrow
படீஇயர்,O,verb meaning may you suffer
ஓ,O,expletive particle
நீ,O,pronoun meaning you
யே,O,expletive particle
நெடு,WATERBODY,deep ponds
நீர்,WATERBODY,ponds
யாணர்,O,adjective meaning prosperous
ஊரன்,PERSON,the man from such town
தன்னொடு,O,with him
வதிந்த,O,verb meaning staying
ஏம,O,adjective meaning joyous
இன்,O,adjective meaning sweet
துயில்,O,sleep
எடுப்பியோயே,O,verb meaning you woke me up
**Poem 108**,,
மழை,NATURE,clouds
விளையாடும்,O,verb meaning playing
குன்று,MOUNTAIN,mountains
சேர்,O,verb meaning near
சிறுகுடி,STRUCTURE,small village
கறவை,ANIMAL,cows
கன்று,ANIMAL,calf
வயின்,PLACE,toward
படர,O,verb meaning go
புறவில்,FOREST,in the woodlands
பாசிலை,PLANT,tender leaves
முல்லை,FLOWER,jasmine vines
ஆசு,O,adjective meaning without fault
இல்,O,adjective meaning without
வான்,FLOWER,white
பூ,FLOWER,flowers
செவ்வான்,NATURE,red sky
செவ்வி,O,beauty
கொண்டன்று,O,verb meaning it has become
உய்யேன்,O,verb meaning I will not live
போல்வல்,O,verb meaning it appears
தோழி,PERSON,friend
யானே,O,pronoun meaning I
**Poem 109**,,
முடக்கால்,FISH,with curved legs
இறவின்,FISH,of shrimp
முடங்கு,O,adjective meaning curved
புற,FISH,backs
பெருங்கிளை,FISH,huge group
புணரி,WATERBODY,ocean
இகு,O,verb meaning flow down
திரை,WATERBODY,waves
தரூஉம்,O,verb meaning they bring
துறைவன்,PERSON,lord of the seashore
புணரிய,O,verb meaning when you united
இருந்த,O,verb meaning were
ஞான்றும்,O,even when
இன்னது,O,pronoun meaning it is like this
மன்னோ,O,it is pitiable
நன்னுதல்,PERSON,young woman with fine forehead
கவினே,O,beauty
**Poem 110**,,
வாரார்,PERSON,even if he does not come
ஆயினும்,O,conjunction meaning even if
வரினும்,O,verb meaning or even if he comes
அவர்,PERSON,he
நமக்கு,O,pronoun meaning to us
யார்,O,pronoun meaning who
ஆகியரோ,O,verb meaning is he to us
ஓ,O,expletive particle
தோழி,PERSON,O friend
நீர,WATERBODY,in the water
நீலப்,FLOWER,blue waterlilies
பைம்போது,FLOWER,fresh buds
உளரி,O,verb meaning causing them to blossom
புதல,PLANT,on the bushes
பீலி,BIRD,peacock feathers
ஒண்,BIRD,bright spots
பொறி,BIRD,spots or eyes
கருவிளை,FLOWER,karuvilai flowers
ஆட்டி,O,verb meaning to shake
நுண்,O,adjective meaning fine
முள்,PLANT,thorns
ஈங்கை,PLANT,eengai's
செவ்,FLOWER,red
அரும்பு,FLOWER,buds
ஊழ்த்த,O,verb meaning blossomed
வண்ண,O,adjective meaning colorful
துய்ம்,FLOWER,fuzzy flowers
மலர்,FLOWER,flowers
உதிர,O,verb meaning to drop
தண்ணென்று,O,adverb meaning in a cool manner
இன்னாது,O,adjective meaning painful
எறிதரும்,O,verb meaning blow
வாடையொடு,NATURE,due to northerly winds
என்னாயினள்,O,verb meaning what happened to her
கொல்,O,particle implying doubt
என்னாதோரே,PERSON,the man who does not consider
**Poem 111**,,
மென்தோள்,O,delicate arms
நெகிழ்த்த,O,verb meaning caused to become thin
செல்லல்,O,noun meaning sorrow
வேலன்,PROFESSION,Murukan priest
வென்றி,O,adjective meaning victorious
நெடுவேள்,DEITY,Murukan
என்னும்,O,verb meaning he says that
அன்னையும்,PERSON,mother also
அதுவென,O,conjunction meaning that it is so
உணரும்,O,verb meaning she thinks
ஆயின்,O,conjunction meaning if
ஆ,O,pronoun meaning that
இடை,O,at that time
கூழை,ANIMAL,short
இரும்,ANIMAL,black
பிடிக்,ANIMAL,female elephants
கை,ANIMAL,trunks
கரந்தன்ன,O,as though hidden
கேழ்,O,adjective meaning dark color and huge
இருந்துறுகல்,MOUNTAIN,boulders
கெழு,O,adjective meaning having
மலை,MOUNTAIN,mountains
நாடன்,PERSON,the man from the country
வல்லே,O,adverb meaning fast
வருக,O,verb meaning may he come
தோழி,PERSON,friend
நம்,O,pronoun meaning our
இல்லோர்,PERSON,family members
பெருநகை,O,greatly laughable
காணிய,O,verb meaning to watch
சிறிது,O,adverb meaning for a little while
ஏ,O,expletive particle
**Poem 112**,,
கௌவை,O,gossip or slander
அஞ்சின்,O,verb meaning if one is afraid of
காமம்,O,love
எய்க்கும்,O,verb meaning will hurt
எள்,O,condemnation
அற,O,adverb meaning totally
விடினே,O,verb meaning if let go
உள்ளது,O,verb meaning what remains
நாணே,O,shame
பெருங்களிறு,ANIMAL,a huge male elephant
வாங்க,O,verb meaning bent or pulled
முரிந்து,O,verb meaning bent or cracked
நிலம்,NATURE,ground
படாஅ,O,verb meaning not touching
நார்,PLANT,fibrous
உடை,O,adjective meaning having
ஒசியல்,PLANT,branch
அற்று,O,like
கண்டிசின்,O,verb meaning see this
தோழி,PERSON,O friend
அவர்,PERSON,he
உண்ட,O,verb meaning enjoyed
என்,O,pronoun meaning my
நலனே,O,virtue or beauty
**Poem 113**,,
ஊர்க்கும்,STRUCTURE,to the town
அணித்து,O,adjective meaning near
ஏ,O,expletive particle
பொய்கை,WATERBODY,the pond
பொய்கைக்கு,WATERBODY,to the pond
சேய்த்தும்,O,adjective meaning far
அன்று,O,verb meaning it is not
ஏ,O,expletive particle
சிறு,O,adjective meaning small
கான்,FOREST,forest
யாறு,WATERBODY,river
ஏ,O,expletive particle
இரை,FOOD,prey
தேர்,O,verb meaning seek
வெண்குருகு,BIRD,white heron
அல்லது,O,other than that
யாவதும்,O,pronoun meaning there is nobody
துன்னல்,O,verb meaning getting near
போகின்றால்,O,verb meaning it does not happen
பொழில்,FOREST,grove
ஏ,O,expletive particle
யாம்,O,pronoun meaning we
எம்,O,pronoun meaning our
கூழைக்கு,O,for our hair
எருமண்,OBJECT,mud
கொணர்கம்,O,verb meaning we go to bring
சேறும்,O,verb meaning we go
ஆண்டும்,O,adverb meaning there
வருகுவள்,O,verb meaning she will come
பெரும்பேதை,PERSON,the very innocent young woman
ஏ,O,expletive particle
**Poem 114**,,
நெய்தல்,FLOWER,waterlilies
பரப்பில்,PLACE,on the seashore
பாவை,PERSON,doll or friend
கிடப்பி,O,verb meaning leaving
நின்,O,pronoun meaning your
குறி,O,sign for tryst
வந்தனென்,O,verb meaning I came
இயல்,O,adjective meaning riding or constructed
தேர்க்,VEHICLE,chariot
கொண்க,PERSON,O lord of the shores
செல்கம்,O,verb meaning we are going there
செல,O,verb meaning to go
வியங்கொண்மோ,O,verb meaning please urge her to leave
அல்கலும்,NATURE,at night
ஆரல்,FISH,eels
அருந்த,O,verb meaning filled with
வயிற்ற,O,with stomachs
நாரை,BIRD,storks
மிதிக்கும்,O,verb meaning they will walk on
என்,O,pronoun meaning my
மகள்,PERSON,daughter's
நுதலே,O,forehead
**Poem 115**,,
பெரு,O,adjective meaning great
நன்று,O,adjective meaning good
ஆற்றின்,O,verb meaning if done
பேணாரும்,PERSON,those who won't praise
உளரே,O,verb meaning are there
ஒரு,O,adjective meaning one or a little
நன்று,O,adjective meaning good
உடையள்,PERSON,she has
ஆயினும்,O,conjunction meaning even if
புரி,O,desire
மாண்டு,O,adverb meaning with esteem
புலவி,O,lovers' spat
தீர,O,verb meaning to end
அளிமதி,O,verb meaning please protect her
இலை,PLANT,leaves
கவர்பு,O,verb meaning seizing
ஆடு,PLANT,swaying
அமை,PLANT,bamboo
ஒழுகிய,O,verb meaning growing tall
தண்,O,adjective meaning cool
நறும்,O,adjective meaning fragrant
சாரல்,MOUNTAIN,slopes
மெல்,O,adjective meaning delicate
நடை,O,walk
மரையா,ANIMAL,female deer
துஞ்சும்,O,verb meaning sleep
நன்,O,adjective meaning fine
மலை,MOUNTAIN,mountain
நாட,PERSON,O man from fine mountain country
நின்,O,pronoun meaning you
அலது,O,without
இலளே,O,verb meaning she is nothing
**Poem 116**,,
யான்,O,pronoun meaning I
நயந்து,O,verb meaning love
உறைவோள்,PERSON,the young woman I love
தேம்,INSECT,bee-swarming
பாய்,O,verb meaning swarming
கூந்தல்,O,hair
வளம்,WEALTH,flourishing
கெழு,O,adjective meaning with
சோழர்,KING,Chozha kings
உறந்தை,STRUCTURE,Uranthai
பெருந்துறை,WATERBODY,big port
நுண்,O,adjective meaning fine
மணல்,LANDFORM,sand
அறல்,WATERBODY,long stretch of sand
வார்ந்தன்ன,O,like
நல்,O,adjective meaning perfectly
நெறியவ்வே,O,adjective meaning wavy
நறும்தண்ணியவே,O,adjective meaning fragrant and cool
**Poem 117**,,
மாரி,NATURE,rainy season's
ஆம்பல்,FLOWER,white waterlily
அன்ன,O,like
கொக்கின்,BIRD,of a stork
பார்வல்,O,seeing
அஞ்சிய,O,verb meaning afraid of
பருவரல்,O,adjective meaning sad
ஈர்,O,adjective meaning wet
ஞெண்டு,ANIMAL,crab
கண்டல்,PLANT,kandal tree
வேர்,PLANT,root
அளை,STRUCTURE,crevice
செலீஇயர்,O,verb meaning to go
அண்டர்,PROFESSION,herdsmen
கயிறு,OBJECT,rope
அரி,O,verb meaning breaks
எருத்தின்,ANIMAL,like a bull
கதழும்,O,verb meaning goes fast
துறைவன்,PERSON,lord of the seashore
வாராது,O,verb meaning if he does not come
அமையினும்,O,conjunction meaning even if so
அமைக,O,verb meaning let it be so
